feature,density,fire_count,mean_activation_when_active,dead
0,0.0024064851052217006,388,2.213210782132198,False
1,0.0008000942746742252,129,5.547384154889011,False
2,0.0020095391084841005,324,0.8179541149257142,False
3,0.0033182204414783758,535,0.8664517663349615,False
4,0.00014885474877660004,24,1.7860533893108368,False
5,0.0017924592665182254,289,2.6831799922929918,False
6,0.0017428410169260254,281,1.3568345503450712,False
7,0.0006884532130917751,111,1.0143777389784117,False
8,0.0019723254212899504,318,6.015625713006505,False
9,0.0002791026539561251,45,3.2028149604797362,False
10,0.00016746159237367503,27,1.6756004095077515,False
11,0.006803902475330427,1097,0.9557331718959478,False
12,0.0011784334278147502,190,1.2924246750379864,False
13,0.0007938919934752001,128,0.8628457384184003,False
14,0.0005644075891112751,91,1.2002162697551015,False
15,0.0008931284926596002,144,3.8778124716546802,False
16,0.0023568668556295004,380,1.8889351967133974,False
17,0.005935583107466926,957,1.5289045064053193,False
18,0.0019785277024889753,319,1.1429104711568467,False
19,0.0074799511260241515,1206,0.9332791587606591,False
20,0.0004651710899268751,75,2.8587378787994386,False
21,0.0006450372446986001,104,5.951309488369868,False
22,0.0020343482332802003,328,2.396957102345257,False
23,6.822509318927501e-05,11,1.251196796243841,False
24,0.014922688564854153,2406,0.7754676038784873,False
25,0.0007194646190869002,116,1.4041295606514503,False
26,0.0031693656927017757,511,3.775307190628201,False
27,0.0009427467422518002,152,4.779947000114541,False
28,0.003522895721046201,568,1.2346483427034298,False
29,0.00014265246757757502,23,2.4607910073321797,False
30,0.007355905502043652,1186,1.0867687843702294,False
31,0.0005954189951064002,96,1.5186890413363774,False
32,0.005085870583200501,820,1.0041744895097686,False
33,0.0007876897122761752,127,5.170479323920302,False
34,0.00025429352916002504,41,3.090905305815906,False
35,0.014513338005718503,2340,0.6437192541921241,False
36,0.0022886417624402257,369,0.8638285724774286,False
37,0.0008187011182713002,132,3.748833923628836,False
38,0.0018792912033045754,303,2.1271291168609467,False
39,0.0006698463694947001,108,2.1127614235436476,False
40,0.0020219436708821506,326,1.4639438105507132,False
41,0.0003287209035483251,53,3.336763215514849,False
42,0.0026917900403768506,434,1.4782502931383898,False
43,0.0033554341286725258,541,1.1674605561712974,False
44,0.0011970402714118252,193,1.4239023590334956,False
45,0.00021087756076685005,34,1.8832204341888428,False
46,0.00011784334278147503,19,3.9003713319176123,False
47,0.0013024790517952502,210,1.5431347483680362,False
48,8.062965558732502e-05,13,0.7161740706517146,False
49,0.005668885015908851,914,0.7519764253294964,False
50,0.0011970402714118252,193,0.9161437447206962,False
51,0.0019289094528967753,311,1.8034065199051639,False
52,0.015021925064038554,2422,14.10699482420867,False
53,1.2404562398050002e-05,2,0.6337546110153198,False
54,0.0016684136425377254,269,1.3088552677055274,False
55,0.00025429352916002504,41,0.9247265879700823,False
56,0.0009799604294459501,158,1.9907732613479034,False
57,2.4809124796100004e-05,4,1.194578766822815,False
58,0.0031383542867066505,506,0.6716539525231825,False
59,0.0002666980915580751,43,2.9380086383154227,False
60,0.008342068212688626,1345,0.8409289255461285,False
61,0.0022266189504499753,359,1.799057619153291,False
62,0.0004899802147229751,79,1.2913552703736704,False
63,0.008583957179450602,1384,2.083472023120505,False
64,0.0002791026539561251,45,2.723963803715176,False
65,0.004422226494904826,713,1.2794667253320382,False
66,0.0009923649918440003,160,7.004160339385271,False
67,0.0008373079618683752,135,6.635421971038536,False
68,0.0020963710452704507,338,1.5869440887806683,False
69,0.002778621977163201,448,3.381059111229011,False
70,0.0021832029820568004,352,1.2855050763623281,False
71,0.00022948440436392506,37,2.438351054449339,False
72,0.0025243284480031755,407,0.9688929123140377,False
73,0.0005520030267132251,89,1.5957929994283098,False
74,8.683193678635003e-05,14,1.0605859926768713,False
75,0.0004155528403346751,67,1.719110047639306,False
76,0.0008745216490625251,141,1.0317956530456003,False
77,0.0012342539586059752,199,2.7125149498033765,False
78,0.0009551513046498502,154,2.682548558557188,False
79,0.0024933170420080504,402,1.6569004085526537,False
80,0.0016436045177416253,265,0.8398378903011106,False
81,0.0006574418070966502,106,1.6809197146937531,False
82,6.822509318927501e-05,11,2.1581625721671363,False
83,0.0014389292381738004,232,2.7485467339384146,False
84,0.0010543878038342502,170,1.3965156471028048,False
85,0.0017676501417221253,285,1.467890821423447,False
86,0.0012590630834020753,203,4.741682139523511,False
87,0.0003287209035483251,53,2.3394174755744213,False
88,0.0005333961831161502,86,1.3439429028089656,False
89,0.00020467527956782505,33,1.8972610813198667,False
90,0.0029150721635417508,470,37.40549130338304,False
91,0.0009737581482469252,157,1.0398257872101608,False
92,0.00011164106158245002,18,1.3607224689589605,False
93,0.0017056273297318754,275,1.4845206447081132,False
94,0.0020343482332802003,328,2.1380140047247815,False
95,0.015400264217179079,2483,1.4140863084428212,False
96,0.0004093505591356501,66,1.2143479892701814,False
97,0.0025181261668041507,406,1.117324071564698,False
98,0.0020467527956782505,330,0.7667992620757131,False
99,3.101140599512501e-05,5,4.2185935258865355,False
100,0.049301933251049736,7949,1.9140086748087417,False
101,0.0016932227673338255,273,1.4456046195257277,False
102,0.0007380714626839752,119,4.414707086667293,False
103,0.00010543878038342502,17,2.08079091240378,False
104,0.004887397584831701,788,0.9594204183762449,False
105,0.0032127816610949505,518,1.3852910433957015,False
106,0.00019847299836880003,32,8.014254476875067,False
107,0.009166971612158951,1478,1.110590476628408,False
108,0.0024995193232070756,403,1.6233303984696457,False
109,0.0004279574027327251,69,2.4063437451487,False
110,0.0030143086627261507,486,1.0098078947498965,False
111,0.007901706247557852,1274,0.990953866129206,False
112,0.0010667923662323003,172,7.505306313204211,False
113,0.00019227071716977504,31,6.85016317136826,False
114,0.003957055404977951,638,1.5913572645860032,False
115,0.0013645018637855003,220,4.083661022511396,False
116,0.00018606843597075004,30,1.147098926703135,False
117,0.00023568668556295006,38,10.300293542836842,False
118,0.00010543878038342502,17,1.0148432535283707,False
119,0.0003597323095434501,58,1.5215515350473339,False
120,0.0015939862681494253,257,3.617134352138534,False
121,0.0024126873864207254,389,1.9891370326510431,False
122,0.0010357809602371752,167,1.105394202078174,False
123,2.4809124796100004e-05,4,1.2152024507522583,False
124,0.0005209916207181001,84,1.1923169507866813,False
